Flow,min_data,q1_data,med_data,q3_data,max_data,min_iat,q1_iat,med_iat,q3_iat,max_iat,label
192.168.0.170:2636-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2636,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2637-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:2637,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:2638-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.128:80-192.168.0.170:2638,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.170:2639-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.128:80-192.168.0.170:2639,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.170:2640-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.128:80-192.168.0.170:2640,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.170:2641-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000088,0.000088,0.000088,0.000088,0.000088,1
192.168.0.128:80-192.168.0.170:2641,54,55.5,57.0,58.5,60,0.000088,0.000088,0.000088,0.000088,0.000088,1
192.168.0.170:2642-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.128:80-192.168.0.170:2642,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.170:2643-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000092,0.000092,0.000092,0.000092,0.000092,1
192.168.0.128:80-192.168.0.170:2643,54,55.5,57.0,58.5,60,0.000092,0.000092,0.000092,0.000092,0.000092,1
192.168.0.170:2644-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000054,0.000054,0.000054,0.000054,0.000054,1
192.168.0.128:80-192.168.0.170:2644,54,55.5,57.0,58.5,60,0.000054,0.000054,0.000054,0.000054,0.000054,1
192.168.0.170:2645-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:2645,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:2646-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000054,0.000054,0.000054,0.000054,0.000054,1
192.168.0.128:80-192.168.0.170:2646,54,55.5,57.0,58.5,60,0.000054,0.000054,0.000054,0.000054,0.000054,1
192.168.0.170:2647-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:2647,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:2648-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000088,0.000088,0.000088,0.000088,0.000088,1
192.168.0.128:80-192.168.0.170:2648,54,55.5,57.0,58.5,60,0.000088,0.000088,0.000088,0.000088,0.000088,1
192.168.0.170:2649-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:2649,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:2650-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:2650,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:2651-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.128:80-192.168.0.170:2651,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.170:2652-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2652,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2653-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2653,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2654-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.128:80-192.168.0.170:2654,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.170:2655-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000075,0.000075,0.000075,0.000075,0.000075,1
192.168.0.128:80-192.168.0.170:2655,54,55.5,57.0,58.5,60,0.000075,0.000075,0.000075,0.000075,0.000075,1
192.168.0.170:2656-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.128:80-192.168.0.170:2656,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.170:2657-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:2657,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:2658-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2658,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2659-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.128:80-192.168.0.170:2659,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.170:2660-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2660,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2661-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.128:80-192.168.0.170:2661,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.170:2662-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:2662,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:2663-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2663,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2664-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.128:80-192.168.0.170:2664,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.170:2665-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000035,0.000035,0.000035,0.000035,0.000035,1
192.168.0.128:80-192.168.0.170:2665,54,55.5,57.0,58.5,60,0.000035,0.000035,0.000035,0.000035,0.000035,1
192.168.0.170:2666-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000077,0.000077,0.000077,0.000077,0.000077,1
192.168.0.128:80-192.168.0.170:2666,54,55.5,57.0,58.5,60,0.000077,0.000077,0.000077,0.000077,0.000077,1
192.168.0.170:2667-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000124,0.000124,0.000124,0.000124,0.000124,1
192.168.0.128:80-192.168.0.170:2667,54,55.5,57.0,58.5,60,0.000124,0.000124,0.000124,0.000124,0.000124,1
192.168.0.170:2668-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2668,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2669-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:2669,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:2670-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:2670,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:2671-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2671,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2672-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2672,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2673-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000088,0.000088,0.000088,0.000088,0.000088,1
192.168.0.128:80-192.168.0.170:2673,54,55.5,57.0,58.5,60,0.000088,0.000088,0.000088,0.000088,0.000088,1
192.168.0.170:2674-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2674,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2675-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.128:80-192.168.0.170:2675,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.170:2676-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.128:80-192.168.0.170:2676,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.170:2677-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000077,0.000077,0.000077,0.000077,0.000077,1
192.168.0.128:80-192.168.0.170:2677,54,55.5,57.0,58.5,60,0.000077,0.000077,0.000077,0.000077,0.000077,1
192.168.0.170:2678-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2678,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2679-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000077,0.000077,0.000077,0.000077,0.000077,1
192.168.0.128:80-192.168.0.170:2679,54,55.5,57.0,58.5,60,0.000077,0.000077,0.000077,0.000077,0.000077,1
192.168.0.170:2680-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000074,0.000074,0.000074,0.000074,0.000074,1
192.168.0.128:80-192.168.0.170:2680,54,55.5,57.0,58.5,60,0.000074,0.000074,0.000074,0.000074,0.000074,1
192.168.0.170:2681-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.128:80-192.168.0.170:2681,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.170:2682-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2682,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2683-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000077,0.000077,0.000077,0.000077,0.000077,1
192.168.0.128:80-192.168.0.170:2683,54,55.5,57.0,58.5,60,0.000077,0.000077,0.000077,0.000077,0.000077,1
192.168.0.170:2684-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2684,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2685-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000074,0.000074,0.000074,0.000074,0.000074,1
192.168.0.128:80-192.168.0.170:2685,54,55.5,57.0,58.5,60,0.000074,0.000074,0.000074,0.000074,0.000074,1
192.168.0.170:2686-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.128:80-192.168.0.170:2686,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.170:2687-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.128:80-192.168.0.170:2687,54,55.5,57.0,58.5,60,0.000040,0.000040,0.000040,0.000040,0.000040,1
192.168.0.170:2688-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2688,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2689-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2689,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2690-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:2690,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:2691-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.128:80-192.168.0.170:2691,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.170:2692-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:2692,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:2693-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2693,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2694-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.128:80-192.168.0.170:2694,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.170:2695-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.128:80-192.168.0.170:2695,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.170:2696-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.128:80-192.168.0.170:2696,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.170:2697-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2697,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2698-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000075,0.000075,0.000075,0.000075,0.000075,1
192.168.0.128:80-192.168.0.170:2698,54,55.5,57.0,58.5,60,0.000075,0.000075,0.000075,0.000075,0.000075,1
192.168.0.170:2699-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000075,0.000075,0.000075,0.000075,0.000075,1
192.168.0.128:80-192.168.0.170:2699,54,55.5,57.0,58.5,60,0.000075,0.000075,0.000075,0.000075,0.000075,1
192.168.0.170:2700-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:2700,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:2701-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2701,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2702-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:2702,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:2703-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.128:80-192.168.0.170:2703,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.170:2704-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.128:80-192.168.0.170:2704,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.170:2705-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2705,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2706-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.128:80-192.168.0.170:2706,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.170:2707-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000089,0.000089,0.000089,0.000089,0.000089,1
192.168.0.128:80-192.168.0.170:2707,54,55.5,57.0,58.5,60,0.000089,0.000089,0.000089,0.000089,0.000089,1
192.168.0.170:2708-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2708,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2709-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:2709,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:2710-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:2710,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:2711-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:2711,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:2712-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000071,0.000071,0.000071,0.000071,0.000071,1
192.168.0.128:80-192.168.0.170:2712,54,55.5,57.0,58.5,60,0.000071,0.000071,0.000071,0.000071,0.000071,1
192.168.0.170:2713-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:2713,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:2714-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000071,0.000071,0.000071,0.000071,0.000071,1
192.168.0.128:80-192.168.0.170:2714,54,55.5,57.0,58.5,60,0.000071,0.000071,0.000071,0.000071,0.000071,1
192.168.0.170:2715-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2715,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2716-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:2716,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:2717-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2717,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2718-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000034,0.000034,0.000034,0.000034,0.000034,1
192.168.0.128:80-192.168.0.170:2718,54,55.5,57.0,58.5,60,0.000034,0.000034,0.000034,0.000034,0.000034,1
192.168.0.170:2719-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000083,0.000083,0.000083,0.000083,0.000083,1
192.168.0.128:80-192.168.0.170:2719,54,55.5,57.0,58.5,60,0.000083,0.000083,0.000083,0.000083,0.000083,1
192.168.0.170:2720-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:2720,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:2721-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:2721,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:2722-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.128:80-192.168.0.170:2722,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.170:2723-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2723,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2724-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2724,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2725-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.128:80-192.168.0.170:2725,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.170:2726-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.128:80-192.168.0.170:2726,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.170:2727-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000078,0.000078,0.000078,0.000078,0.000078,1
192.168.0.128:80-192.168.0.170:2727,54,55.5,57.0,58.5,60,0.000078,0.000078,0.000078,0.000078,0.000078,1
192.168.0.170:2728-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2728,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2729-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:2729,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:2730-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.128:80-192.168.0.170:2730,54,55.5,57.0,58.5,60,0.000041,0.000041,0.000041,0.000041,0.000041,1
192.168.0.170:2731-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:2731,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:2732-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.128:80-192.168.0.170:2732,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.170:2733-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:2733,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:2734-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:2734,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:2735-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000078,0.000078,0.000078,0.000078,0.000078,1
192.168.0.128:80-192.168.0.170:2735,54,55.5,57.0,58.5,60,0.000078,0.000078,0.000078,0.000078,0.000078,1
192.168.0.170:2736-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.128:80-192.168.0.170:2736,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.170:2737-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:2737,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:2738-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:2738,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:2739-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.128:80-192.168.0.170:2739,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.170:2740-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000050,0.000050,0.000050,0.000050,0.000050,1
192.168.0.128:80-192.168.0.170:2740,54,55.5,57.0,58.5,60,0.000050,0.000050,0.000050,0.000050,0.000050,1
192.168.0.170:2741-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:2741,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:2742-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:2742,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:2743-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:2743,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:2744-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000088,0.000088,0.000088,0.000088,0.000088,1
