Flow,min_data,q1_data,med_data,q3_data,max_data,min_iat,q1_iat,med_iat,q3_iat,max_iat,label
192.168.159.131:3266-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001756,0.001756,0.001756,0.001756,0.001756,1
192.168.159.1:60334-192.168.159.131:2746,50,51.0,52.0,53.0,54,0.001745,0.001745,0.001745,0.001745,0.001745,1
192.168.159.131:2746-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001745,0.001745,0.001745,0.001745,0.001745,1
192.168.159.1:60334-192.168.159.131:3680,50,51.0,52.0,53.0,54,0.001737,0.001737,0.001737,0.001737,0.001737,1
192.168.159.131:3680-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001737,0.001737,0.001737,0.001737,0.001737,1
192.168.159.1:60334-192.168.159.131:3456,50,51.0,52.0,53.0,54,0.001736,0.001736,0.001736,0.001736,0.001736,1
192.168.159.131:3456-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001736,0.001736,0.001736,0.001736,0.001736,1
192.168.159.1:60334-192.168.159.131:2282,50,51.0,52.0,53.0,54,0.001727,0.001727,0.001727,0.001727,0.001727,1
192.168.159.131:2282-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001727,0.001727,0.001727,0.001727,0.001727,1
192.168.159.1:60334-192.168.159.131:973,50,51.0,52.0,53.0,54,0.001719,0.001719,0.001719,0.001719,0.001719,1
192.168.159.131:973-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001719,0.001719,0.001719,0.001719,0.001719,1
192.168.159.1:60334-192.168.159.131:2697,50,51.0,52.0,53.0,54,0.001708,0.001708,0.001708,0.001708,0.001708,1
192.168.159.131:2697-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001708,0.001708,0.001708,0.001708,0.001708,1
192.168.159.1:60334-192.168.159.131:779,50,51.0,52.0,53.0,54,0.001696,0.001696,0.001696,0.001696,0.001696,1
192.168.159.131:779-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001696,0.001696,0.001696,0.001696,0.001696,1
192.168.159.1:60334-192.168.159.131:3092,50,51.0,52.0,53.0,54,0.001682,0.001682,0.001682,0.001682,0.001682,1
192.168.159.131:3092-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001682,0.001682,0.001682,0.001682,0.001682,1
192.168.159.1:60334-192.168.159.131:2836,50,51.0,52.0,53.0,54,0.001670,0.001670,0.001670,0.001670,0.001670,1
192.168.159.131:2836-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001670,0.001670,0.001670,0.001670,0.001670,1
192.168.159.1:60334-192.168.159.131:13,50,51.0,52.0,53.0,54,0.001661,0.001661,0.001661,0.001661,0.001661,1
192.168.159.131:13-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001661,0.001661,0.001661,0.001661,0.001661,1
192.168.159.1:60334-192.168.159.131:732,50,51.0,52.0,53.0,54,0.001660,0.001660,0.001660,0.001660,0.001660,1
192.168.159.131:732-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001660,0.001660,0.001660,0.001660,0.001660,1
192.168.159.1:60334-192.168.159.131:3482,50,51.0,52.0,53.0,54,0.001654,0.001654,0.001654,0.001654,0.001654,1
192.168.159.131:3482-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001654,0.001654,0.001654,0.001654,0.001654,1
192.168.159.1:60334-192.168.159.131:2597,50,51.0,52.0,53.0,54,0.001646,0.001646,0.001646,0.001646,0.001646,1
192.168.159.131:2597-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001646,0.001646,0.001646,0.001646,0.001646,1
192.168.159.1:60334-192.168.159.131:1328,50,51.0,52.0,53.0,54,0.001638,0.001638,0.001638,0.001638,0.001638,1
192.168.159.131:1328-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001638,0.001638,0.001638,0.001638,0.001638,1
192.168.159.1:60334-192.168.159.131:922,50,51.0,52.0,53.0,54,0.001626,0.001626,0.001626,0.001626,0.001626,1
192.168.159.131:922-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001626,0.001626,0.001626,0.001626,0.001626,1
192.168.159.1:60334-192.168.159.131:3088,50,51.0,52.0,53.0,54,0.001614,0.001614,0.001614,0.001614,0.001614,1
192.168.159.131:3088-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001614,0.001614,0.001614,0.001614,0.001614,1
192.168.159.1:60334-192.168.159.131:168,50,51.0,52.0,53.0,54,0.001603,0.001603,0.001603,0.001603,0.001603,1
192.168.159.131:168-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001603,0.001603,0.001603,0.001603,0.001603,1
192.168.159.1:60334-192.168.159.131:509,50,51.0,52.0,53.0,54,0.001593,0.001593,0.001593,0.001593,0.001593,1
192.168.159.131:509-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001593,0.001593,0.001593,0.001593,0.001593,1
192.168.159.1:60334-192.168.159.131:3405,50,51.0,52.0,53.0,54,0.001593,0.001593,0.001593,0.001593,0.001593,1
192.168.159.131:3405-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001593,0.001593,0.001593,0.001593,0.001593,1
192.168.159.1:60334-192.168.159.131:231,50,51.0,52.0,53.0,54,0.007313,0.007313,0.007313,0.007313,0.007313,1
192.168.159.131:231-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.007313,0.007313,0.007313,0.007313,0.007313,1
192.168.159.1:60334-192.168.159.131:1282,50,51.0,52.0,53.0,54,0.007354,0.007354,0.007354,0.007354,0.007354,1
192.168.159.131:1282-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.007354,0.007354,0.007354,0.007354,0.007354,1
192.168.159.1:60334-192.168.159.131:3946,50,51.0,52.0,53.0,54,0.007352,0.007352,0.007352,0.007352,0.007352,1
192.168.159.131:3946-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.007352,0.007352,0.007352,0.007352,0.007352,1
192.168.159.1:60334-192.168.159.131:693,50,51.0,52.0,53.0,54,0.007345,0.007345,0.007345,0.007345,0.007345,1
192.168.159.131:693-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.007345,0.007345,0.007345,0.007345,0.007345,1
192.168.159.1:60334-192.168.159.131:405,50,51.0,52.0,53.0,54,0.007342,0.007342,0.007342,0.007342,0.007342,1
192.168.159.131:405-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.007342,0.007342,0.007342,0.007342,0.007342,1
192.168.159.1:60334-192.168.159.131:1831,50,51.0,52.0,53.0,54,0.001477,0.001477,0.001477,0.001477,0.001477,1
192.168.159.131:1831-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001477,0.001477,0.001477,0.001477,0.001477,1
192.168.159.1:60334-192.168.159.131:1593,50,51.0,52.0,53.0,54,0.001448,0.001448,0.001448,0.001448,0.001448,1
192.168.159.131:1593-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001448,0.001448,0.001448,0.001448,0.001448,1
192.168.159.1:60334-192.168.159.131:2343,50,51.0,52.0,53.0,54,0.001438,0.001438,0.001438,0.001438,0.001438,1
192.168.159.131:2343-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001438,0.001438,0.001438,0.001438,0.001438,1
192.168.159.1:60334-192.168.159.131:902,50,51.0,52.0,53.0,54,0.001431,0.001431,0.001431,0.001431,0.001431,1
192.168.159.131:902-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001431,0.001431,0.001431,0.001431,0.001431,1
192.168.159.1:60334-192.168.159.131:165,50,51.0,52.0,53.0,54,0.001422,0.001422,0.001422,0.001422,0.001422,1
192.168.159.131:165-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001422,0.001422,0.001422,0.001422,0.001422,1
192.168.159.1:60334-192.168.159.131:431,50,51.0,52.0,53.0,54,0.001410,0.001410,0.001410,0.001410,0.001410,1
192.168.159.131:431-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001410,0.001410,0.001410,0.001410,0.001410,1
192.168.159.1:60334-192.168.159.131:1356,50,51.0,52.0,53.0,54,0.001399,0.001399,0.001399,0.001399,0.001399,1
192.168.159.131:1356-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001399,0.001399,0.001399,0.001399,0.001399,1
192.168.159.1:60334-192.168.159.131:2852,50,51.0,52.0,53.0,54,0.001388,0.001388,0.001388,0.001388,0.001388,1
192.168.159.131:2852-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001388,0.001388,0.001388,0.001388,0.001388,1
192.168.159.1:60334-192.168.159.131:2034,50,51.0,52.0,53.0,54,0.001373,0.001373,0.001373,0.001373,0.001373,1
192.168.159.131:2034-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001373,0.001373,0.001373,0.001373,0.001373,1
192.168.159.1:60334-192.168.159.131:3216,50,51.0,52.0,53.0,54,0.001360,0.001360,0.001360,0.001360,0.001360,1
192.168.159.131:3216-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001360,0.001360,0.001360,0.001360,0.001360,1
192.168.159.1:60334-192.168.159.131:566,50,51.0,52.0,53.0,54,0.001346,0.001346,0.001346,0.001346,0.001346,1
192.168.159.131:566-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001346,0.001346,0.001346,0.001346,0.001346,1
192.168.159.1:60334-192.168.159.131:1382,50,51.0,52.0,53.0,54,0.001335,0.001335,0.001335,0.001335,0.001335,1
192.168.159.131:1382-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001335,0.001335,0.001335,0.001335,0.001335,1
192.168.159.1:60334-192.168.159.131:2554,50,51.0,52.0,53.0,54,0.001320,0.001320,0.001320,0.001320,0.001320,1
192.168.159.131:2554-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001320,0.001320,0.001320,0.001320,0.001320,1
192.168.159.1:60334-192.168.159.131:1573,50,51.0,52.0,53.0,54,0.001309,0.001309,0.001309,0.001309,0.001309,1
192.168.159.131:1573-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001309,0.001309,0.001309,0.001309,0.001309,1
192.168.159.1:60334-192.168.159.131:1902,50,51.0,52.0,53.0,54,0.001308,0.001308,0.001308,0.001308,0.001308,1
192.168.159.131:1902-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001308,0.001308,0.001308,0.001308,0.001308,1
192.168.159.1:60334-192.168.159.131:2384,50,51.0,52.0,53.0,54,0.001297,0.001297,0.001297,0.001297,0.001297,1
192.168.159.131:2384-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001297,0.001297,0.001297,0.001297,0.001297,1
192.168.159.1:60334-192.168.159.131:389,50,51.0,52.0,53.0,54,0.001287,0.001287,0.001287,0.001287,0.001287,1
192.168.159.131:389-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001287,0.001287,0.001287,0.001287,0.001287,1
192.168.159.1:60334-192.168.159.131:1010,50,51.0,52.0,53.0,54,0.001275,0.001275,0.001275,0.001275,0.001275,1
192.168.159.131:1010-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001275,0.001275,0.001275,0.001275,0.001275,1
192.168.159.1:60334-192.168.159.131:1707,50,51.0,52.0,53.0,54,0.001265,0.001265,0.001265,0.001265,0.001265,1
192.168.159.131:1707-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001265,0.001265,0.001265,0.001265,0.001265,1
192.168.159.1:60334-192.168.159.131:1812,50,51.0,52.0,53.0,54,0.001253,0.001253,0.001253,0.001253,0.001253,1
192.168.159.131:1812-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001253,0.001253,0.001253,0.001253,0.001253,1
192.168.159.1:60334-192.168.159.131:3391,50,51.0,52.0,53.0,54,0.001244,0.001244,0.001244,0.001244,0.001244,1
192.168.159.131:3391-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001244,0.001244,0.001244,0.001244,0.001244,1
192.168.159.1:60334-192.168.159.131:3233,50,51.0,52.0,53.0,54,0.001241,0.001241,0.001241,0.001241,0.001241,1
192.168.159.131:3233-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001241,0.001241,0.001241,0.001241,0.001241,1
192.168.159.1:60334-192.168.159.131:2850,50,51.0,52.0,53.0,54,0.001234,0.001234,0.001234,0.001234,0.001234,1
192.168.159.131:2850-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001234,0.001234,0.001234,0.001234,0.001234,1
192.168.159.1:60334-192.168.159.131:775,50,51.0,52.0,53.0,54,0.001226,0.001226,0.001226,0.001226,0.001226,1
192.168.159.131:775-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001226,0.001226,0.001226,0.001226,0.001226,1
192.168.159.1:60334-192.168.159.131:3980,50,51.0,52.0,53.0,54,0.001219,0.001219,0.001219,0.001219,0.001219,1
192.168.159.131:3980-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001219,0.001219,0.001219,0.001219,0.001219,1
192.168.159.1:60334-192.168.159.131:1091,50,51.0,52.0,53.0,54,0.001213,0.001213,0.001213,0.001213,0.001213,1
192.168.159.131:1091-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001213,0.001213,0.001213,0.001213,0.001213,1
192.168.159.1:60334-192.168.159.131:1473,50,51.0,52.0,53.0,54,0.001217,0.001217,0.001217,0.001217,0.001217,1
192.168.159.131:1473-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001217,0.001217,0.001217,0.001217,0.001217,1
192.168.159.1:60334-192.168.159.131:3547,50,51.0,52.0,53.0,54,0.003617,0.003617,0.003617,0.003617,0.003617,1
192.168.159.131:3547-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003617,0.003617,0.003617,0.003617,0.003617,1
192.168.159.1:60334-192.168.159.131:3436,50,51.0,52.0,53.0,54,0.003665,0.003665,0.003665,0.003665,0.003665,1
192.168.159.131:3436-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003665,0.003665,0.003665,0.003665,0.003665,1
192.168.159.1:60334-192.168.159.131:1208,50,51.0,52.0,53.0,54,0.003665,0.003665,0.003665,0.003665,0.003665,1
192.168.159.131:1208-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003665,0.003665,0.003665,0.003665,0.003665,1
192.168.159.1:60334-192.168.159.131:865,50,51.0,52.0,53.0,54,0.003669,0.003669,0.003669,0.003669,0.003669,1
192.168.159.131:865-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003669,0.003669,0.003669,0.003669,0.003669,1
192.168.159.1:60334-192.168.159.131:1538,50,51.0,52.0,53.0,54,0.003664,0.003664,0.003664,0.003664,0.003664,1
192.168.159.131:1538-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003664,0.003664,0.003664,0.003664,0.003664,1
192.168.159.1:60334-192.168.159.131:862,50,51.0,52.0,53.0,54,0.003659,0.003659,0.003659,0.003659,0.003659,1
192.168.159.131:862-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003659,0.003659,0.003659,0.003659,0.003659,1
192.168.159.1:60334-192.168.159.131:2134,50,51.0,52.0,53.0,54,0.003654,0.003654,0.003654,0.003654,0.003654,1
192.168.159.131:2134-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003654,0.003654,0.003654,0.003654,0.003654,1
192.168.159.1:60334-192.168.159.131:2999,50,51.0,52.0,53.0,54,0.003651,0.003651,0.003651,0.003651,0.003651,1
192.168.159.131:2999-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003651,0.003651,0.003651,0.003651,0.003651,1
192.168.159.1:60334-192.168.159.131:3055,50,51.0,52.0,53.0,54,0.003644,0.003644,0.003644,0.003644,0.003644,1
192.168.159.131:3055-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003644,0.003644,0.003644,0.003644,0.003644,1
192.168.159.1:60334-192.168.159.131:903,50,51.0,52.0,53.0,54,0.003640,0.003640,0.003640,0.003640,0.003640,1
192.168.159.131:903-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003640,0.003640,0.003640,0.003640,0.003640,1
192.168.159.1:60334-192.168.159.131:2017,50,51.0,52.0,53.0,54,0.003634,0.003634,0.003634,0.003634,0.003634,1
192.168.159.131:2017-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003634,0.003634,0.003634,0.003634,0.003634,1
192.168.159.1:60334-192.168.159.131:2675,50,51.0,52.0,53.0,54,0.003628,0.003628,0.003628,0.003628,0.003628,1
192.168.159.131:2675-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003628,0.003628,0.003628,0.003628,0.003628,1
192.168.159.1:60334-192.168.159.131:3696,50,51.0,52.0,53.0,54,0.003615,0.003615,0.003615,0.003615,0.003615,1
192.168.159.131:3696-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003615,0.003615,0.003615,0.003615,0.003615,1
192.168.159.1:60334-192.168.159.131:1806,50,51.0,52.0,53.0,54,0.003611,0.003611,0.003611,0.003611,0.003611,1
192.168.159.131:1806-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003611,0.003611,0.003611,0.003611,0.003611,1
192.168.159.1:60334-192.168.159.131:2403,50,51.0,52.0,53.0,54,0.003604,0.003604,0.003604,0.003604,0.003604,1
192.168.159.131:2403-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003604,0.003604,0.003604,0.003604,0.003604,1
192.168.159.1:60334-192.168.159.131:3607,50,51.0,52.0,53.0,54,0.003594,0.003594,0.003594,0.003594,0.003594,1
192.168.159.131:3607-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003594,0.003594,0.003594,0.003594,0.003594,1
192.168.159.1:60334-192.168.159.131:173,50,51.0,52.0,53.0,54,0.003591,0.003591,0.003591,0.003591,0.003591,1
192.168.159.131:173-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003591,0.003591,0.003591,0.003591,0.003591,1
192.168.159.1:60334-192.168.159.131:3427,50,51.0,52.0,53.0,54,0.003582,0.003582,0.003582,0.003582,0.003582,1
192.168.159.131:3427-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003582,0.003582,0.003582,0.003582,0.003582,1
192.168.159.1:60334-192.168.159.131:3836,50,51.0,52.0,53.0,54,0.003574,0.003574,0.003574,0.003574,0.003574,1
192.168.159.131:3836-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003574,0.003574,0.003574,0.003574,0.003574,1
192.168.159.1:60334-192.168.159.131:3071,50,51.0,52.0,53.0,54,0.003570,0.003570,0.003570,0.003570,0.003570,1
192.168.159.131:3071-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003570,0.003570,0.003570,0.003570,0.003570,1
192.168.159.1:60334-192.168.159.131:1499,50,51.0,52.0,53.0,54,0.003559,0.003559,0.003559,0.003559,0.003559,1
192.168.159.131:1499-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003559,0.003559,0.003559,0.003559,0.003559,1
192.168.159.1:60334-192.168.159.131:19,50,51.0,52.0,53.0,54,0.003553,0.003553,0.003553,0.003553,0.003553,1
192.168.159.131:19-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003553,0.003553,0.003553,0.003553,0.003553,1
192.168.159.1:60334-192.168.159.131:2063,50,51.0,52.0,53.0,54,0.003541,0.003541,0.003541,0.003541,0.003541,1
192.168.159.131:2063-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.003541,0.003541,0.003541,0.003541,0.003541,1
192.168.159.1:60334-192.168.159.131:114,50,51.0,52.0,53.0,54,0.001231,0.001231,0.001231,0.001231,0.001231,1
192.168.159.131:114-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001231,0.001231,0.001231,0.001231,0.001231,1
192.168.159.1:60334-192.168.159.131:3803,50,51.0,52.0,53.0,54,0.001190,0.001190,0.001190,0.001190,0.001190,1
192.168.159.131:3803-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001190,0.001190,0.001190,0.001190,0.001190,1
192.168.159.1:60334-192.168.159.131:2758,50,51.0,52.0,53.0,54,0.001176,0.001176,0.001176,0.001176,0.001176,1
192.168.159.131:2758-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001176,0.001176,0.001176,0.001176,0.001176,1
192.168.159.1:60334-192.168.159.131:923,50,51.0,52.0,53.0,54,0.001164,0.001164,0.001164,0.001164,0.001164,1
192.168.159.131:923-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001164,0.001164,0.001164,0.001164,0.001164,1
192.168.159.1:60334-192.168.159.131:427,50,51.0,52.0,53.0,54,0.001154,0.001154,0.001154,0.001154,0.001154,1
192.168.159.131:427-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001154,0.001154,0.001154,0.001154,0.001154,1
192.168.159.1:60334-192.168.159.131:2348,50,51.0,52.0,53.0,54,0.001130,0.001130,0.001130,0.001130,0.001130,1
192.168.159.131:2348-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001130,0.001130,0.001130,0.001130,0.001130,1
192.168.159.1:60334-192.168.159.131:3569,50,51.0,52.0,53.0,54,0.001112,0.001112,0.001112,0.001112,0.001112,1
192.168.159.131:3569-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001112,0.001112,0.001112,0.001112,0.001112,1
192.168.159.1:60334-192.168.159.131:1954,50,51.0,52.0,53.0,54,0.001091,0.001091,0.001091,0.001091,0.001091,1
192.168.159.131:1954-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001091,0.001091,0.001091,0.001091,0.001091,1
192.168.159.1:60334-192.168.159.131:2292,50,51.0,52.0,53.0,54,0.001069,0.001069,0.001069,0.001069,0.001069,1
192.168.159.131:2292-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001069,0.001069,0.001069,0.001069,0.001069,1
192.168.159.1:60334-192.168.159.131:2603,50,51.0,52.0,53.0,54,0.001944,0.001944,0.001944,0.001944,0.001944,1
192.168.159.131:2603-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001944,0.001944,0.001944,0.001944,0.001944,1
192.168.159.1:60334-192.168.159.131:3868,50,51.0,52.0,53.0,54,0.001952,0.001952,0.001952,0.001952,0.001952,1
192.168.159.131:3868-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001952,0.001952,0.001952,0.001952,0.001952,1
192.168.159.1:60334-192.168.159.131:3929,50,51.0,52.0,53.0,54,0.001938,0.001938,0.001938,0.001938,0.001938,1
192.168.159.131:3929-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001938,0.001938,0.001938,0.001938,0.001938,1
192.168.159.1:60334-192.168.159.131:2672,50,51.0,52.0,53.0,54,0.001924,0.001924,0.001924,0.001924,0.001924,1
192.168.159.131:2672-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001924,0.001924,0.001924,0.001924,0.001924,1
192.168.159.1:60334-192.168.159.131:1095,50,51.0,52.0,53.0,54,0.001908,0.001908,0.001908,0.001908,0.001908,1
192.168.159.131:1095-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001908,0.001908,0.001908,0.001908,0.001908,1
192.168.159.1:60334-192.168.159.131:656,50,51.0,52.0,53.0,54,0.001901,0.001901,0.001901,0.001901,0.001901,1
192.168.159.131:656-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001901,0.001901,0.001901,0.001901,0.001901,1
192.168.159.1:60334-192.168.159.131:1262,50,51.0,52.0,53.0,54,0.001882,0.001882,0.001882,0.001882,0.001882,1
192.168.159.131:1262-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001882,0.001882,0.001882,0.001882,0.001882,1
192.168.159.1:60334-192.168.159.131:3682,50,51.0,52.0,53.0,54,0.001864,0.001864,0.001864,0.001864,0.001864,1
192.168.159.131:3682-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001864,0.001864,0.001864,0.001864,0.001864,1
192.168.159.1:60334-192.168.159.131:337,50,51.0,52.0,53.0,54,0.001846,0.001846,0.001846,0.001846,0.001846,1
192.168.159.131:337-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001846,0.001846,0.001846,0.001846,0.001846,1
192.168.159.1:60334-192.168.159.131:3000,50,51.0,52.0,53.0,54,0.001834,0.001834,0.001834,0.001834,0.001834,1
192.168.159.131:3000-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001834,0.001834,0.001834,0.001834,0.001834,1
192.168.159.1:60334-192.168.159.131:970,50,51.0,52.0,53.0,54,0.001825,0.001825,0.001825,0.001825,0.001825,1
192.168.159.131:970-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001825,0.001825,0.001825,0.001825,0.001825,1
192.168.159.1:60334-192.168.159.131:2507,50,51.0,52.0,53.0,54,0.001823,0.001823,0.001823,0.001823,0.001823,1
192.168.159.131:2507-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001823,0.001823,0.001823,0.001823,0.001823,1
192.168.159.1:60334-192.168.159.131:636,50,51.0,52.0,53.0,54,0.001812,0.001812,0.001812,0.001812,0.001812,1
192.168.159.131:636-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001812,0.001812,0.001812,0.001812,0.001812,1
192.168.159.1:60334-192.168.159.131:504,50,51.0,52.0,53.0,54,0.001803,0.001803,0.001803,0.001803,0.001803,1
192.168.159.131:504-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001803,0.001803,0.001803,0.001803,0.001803,1
192.168.159.1:60334-192.168.159.131:2116,50,51.0,52.0,53.0,54,0.001790,0.001790,0.001790,0.001790,0.001790,1
192.168.159.131:2116-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001790,0.001790,0.001790,0.001790,0.001790,1
192.168.159.1:60334-192.168.159.131:244,50,51.0,52.0,53.0,54,0.001779,0.001779,0.001779,0.001779,0.001779,1
192.168.159.131:244-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001779,0.001779,0.001779,0.001779,0.001779,1
192.168.159.1:60334-192.168.159.131:2432,50,51.0,52.0,53.0,54,0.001776,0.001776,0.001776,0.001776,0.001776,1
192.168.159.131:2432-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001776,0.001776,0.001776,0.001776,0.001776,1
192.168.159.1:60334-192.168.159.131:3658,50,51.0,52.0,53.0,54,0.001768,0.001768,0.001768,0.001768,0.001768,1
192.168.159.131:3658-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001768,0.001768,0.001768,0.001768,0.001768,1
192.168.159.1:60334-192.168.159.131:3333,50,51.0,52.0,53.0,54,0.001758,0.001758,0.001758,0.001758,0.001758,1
192.168.159.131:3333-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001758,0.001758,0.001758,0.001758,0.001758,1
192.168.159.1:60334-192.168.159.131:3787,50,51.0,52.0,53.0,54,0.001749,0.001749,0.001749,0.001749,0.001749,1
192.168.159.131:3787-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001749,0.001749,0.001749,0.001749,0.001749,1
192.168.159.1:60334-192.168.159.131:1636,50,51.0,52.0,53.0,54,0.001735,0.001735,0.001735,0.001735,0.001735,1
192.168.159.131:1636-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001735,0.001735,0.001735,0.001735,0.001735,1
192.168.159.1:60334-192.168.159.131:355,50,51.0,52.0,53.0,54,0.001725,0.001725,0.001725,0.001725,0.001725,1
192.168.159.131:355-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001725,0.001725,0.001725,0.001725,0.001725,1
192.168.159.1:60334-192.168.159.131:3987,50,51.0,52.0,53.0,54,0.00173,0.00173,0.00173,0.00173,0.00173,1
192.168.159.131:3987-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.00173,0.00173,0.00173,0.00173,0.00173,1
192.168.159.1:60334-192.168.159.131:3174,50,51.0,52.0,53.0,54,0.001730,0.001730,0.001730,0.001730,0.001730,1
192.168.159.131:3174-192.168.159.1:60334,50,51.0,52.0,53.0,54,0.001730,0.001730,0.001730,0.001730,0.001730,1
