,frame.time_relative,direction,frame.len,device_mac,label_name,label
20221,128.590307,0,66,00:50:56:c0:00:08,Scan-1,1
20222,128.590377,0,54,00:0c:29:48:50:c7,Scan-1,1
20223,128.59051399999998,0,66,00:50:56:c0:00:08,Scan-1,1
20224,128.590605,0,54,00:0c:29:48:50:c7,Scan-1,1
20225,128.59065900000002,0,66,00:50:56:c0:00:08,Scan-1,1
20226,128.590767,0,54,00:0c:29:48:50:c7,Scan-1,1
20227,128.59080600000001,0,66,00:50:56:c0:00:08,Scan-1,1
20228,128.590887,0,54,00:0c:29:48:50:c7,Scan-1,1
20229,128.69267,0,66,00:50:56:c0:00:08,Scan-1,1
20230,128.692814,0,54,00:0c:29:48:50:c7,Scan-1,1
20231,128.692816,0,66,00:50:56:c0:00:08,Scan-1,1
20232,128.692878,0,54,00:0c:29:48:50:c7,Scan-1,1
20233,128.692958,0,66,00:50:56:c0:00:08,Scan-1,1
20234,128.693037,0,54,00:0c:29:48:50:c7,Scan-1,1
20235,128.69308999999998,0,66,00:50:56:c0:00:08,Scan-1,1
20236,128.69323500000002,0,66,00:50:56:c0:00:08,Scan-1,1
20237,128.693282,0,54,00:0c:29:48:50:c7,Scan-1,1
20238,128.693383,0,54,00:0c:29:48:50:c7,Scan-1,1
20239,128.796922,0,66,00:50:56:c0:00:08,Scan-1,1
20240,128.796996,0,54,00:0c:29:48:50:c7,Scan-1,1
20241,128.797072,0,66,00:50:56:c0:00:08,Scan-1,1
20242,128.797124,0,54,00:0c:29:48:50:c7,Scan-1,1
20243,128.79722900000002,0,66,00:50:56:c0:00:08,Scan-1,1
20244,128.79728,0,54,00:0c:29:48:50:c7,Scan-1,1
20245,128.797378,0,66,00:50:56:c0:00:08,Scan-1,1
20246,128.797538,0,54,00:0c:29:48:50:c7,Scan-1,1
20247,128.797541,0,66,00:50:56:c0:00:08,Scan-1,1
20248,128.79760100000001,0,54,00:0c:29:48:50:c7,Scan-1,1
20249,128.902951,0,66,00:50:56:c0:00:08,Scan-1,1
20250,128.90313999999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20251,128.903161,0,66,00:50:56:c0:00:08,Scan-1,1
20252,128.903243,0,54,00:0c:29:48:50:c7,Scan-1,1
20253,128.90332800000002,0,66,00:50:56:c0:00:08,Scan-1,1
20254,128.903448,0,54,00:0c:29:48:50:c7,Scan-1,1
20255,128.90353100000002,0,66,00:50:56:c0:00:08,Scan-1,1
20256,128.90361000000001,0,54,00:0c:29:48:50:c7,Scan-1,1
20257,128.90369099999998,0,66,00:50:56:c0:00:08,Scan-1,1
20258,128.90376,0,54,00:0c:29:48:50:c7,Scan-1,1
20259,129.007425,0,66,00:50:56:c0:00:08,Scan-1,1
20260,129.007749,0,66,00:50:56:c0:00:08,Scan-1,1
20261,129.007797,0,54,00:0c:29:48:50:c7,Scan-1,1
20262,129.007922,0,54,00:0c:29:48:50:c7,Scan-1,1
20263,129.00804499999998,0,66,00:50:56:c0:00:08,Scan-1,1
20264,129.008193,0,54,00:0c:29:48:50:c7,Scan-1,1
20265,129.008343,0,66,00:50:56:c0:00:08,Scan-1,1
20266,129.008581,0,54,00:0c:29:48:50:c7,Scan-1,1
20267,129.00863,0,66,00:50:56:c0:00:08,Scan-1,1
20268,129.00878,0,54,00:0c:29:48:50:c7,Scan-1,1
20269,129.045611,0,42,00:50:56:c0:00:08,Scan-1,1
20270,129.045898,0,70,00:0c:29:48:50:c7,Scan-1,1
20271,129.107722,0,66,00:50:56:c0:00:08,Scan-1,1
20272,129.107801,0,54,00:0c:29:48:50:c7,Scan-1,1
20273,129.107867,0,66,00:50:56:c0:00:08,Scan-1,1
20274,129.107945,0,54,00:0c:29:48:50:c7,Scan-1,1
20275,129.108747,0,66,00:50:56:c0:00:08,Scan-1,1
20276,129.108895,0,54,00:0c:29:48:50:c7,Scan-1,1
20277,129.113442,0,66,00:50:56:c0:00:08,Scan-1,1
20278,129.11354599999999,0,54,00:0c:29:48:50:c7,Scan-1,1
20279,129.113558,0,66,00:50:56:c0:00:08,Scan-1,1
20280,129.11359299999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20281,129.20938,0,66,00:50:56:c0:00:08,Scan-1,1
20282,129.20973999999998,0,66,00:50:56:c0:00:08,Scan-1,1
20283,129.209899,0,66,00:0c:29:48:50:c7,Scan-1,1
20284,129.210093,0,54,00:50:56:c0:00:08,Scan-1,1
20285,129.210273,0,54,00:0c:29:48:50:c7,Scan-1,1
20286,129.210513,0,66,00:50:56:c0:00:08,Scan-1,1
20287,129.210613,0,54,00:50:56:c0:00:08,Scan-1,1
20288,129.210891,0,54,00:0c:29:48:50:c7,Scan-1,1
20289,129.211392,0,66,00:50:56:c0:00:08,Scan-1,1
20290,129.211644,0,54,00:0c:29:48:50:c7,Scan-1,1
20291,129.219172,0,66,00:50:56:c0:00:08,Scan-1,1
20292,129.21953100000002,0,66,00:50:56:c0:00:08,Scan-1,1
20293,129.219597,0,54,00:0c:29:48:50:c7,Scan-1,1
20294,129.219736,0,54,00:0c:29:48:50:c7,Scan-1,1
20295,129.313127,0,66,00:50:56:c0:00:08,Scan-1,1
20296,129.313486,0,66,00:50:56:c0:00:08,Scan-1,1
20297,129.313642,0,54,00:0c:29:48:50:c7,Scan-1,1
20298,129.31376799999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20299,129.313799,0,66,00:50:56:c0:00:08,Scan-1,1
20300,129.313899,0,54,00:0c:29:48:50:c7,Scan-1,1
20301,129.320741,0,66,00:50:56:c0:00:08,Scan-1,1
20302,129.32116399999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20303,129.32157,0,66,00:50:56:c0:00:08,Scan-1,1
20304,129.32183500000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20305,129.416069,0,66,00:50:56:c0:00:08,Scan-1,1
20306,129.41640900000002,0,66,00:50:56:c0:00:08,Scan-1,1
20307,129.416464,0,54,00:0c:29:48:50:c7,Scan-1,1
20308,129.416602,0,54,00:0c:29:48:50:c7,Scan-1,1
20309,129.41671100000002,0,66,00:50:56:c0:00:08,Scan-1,1
20310,129.416931,0,54,00:0c:29:48:50:c7,Scan-1,1
20311,129.422501,0,66,00:50:56:c0:00:08,Scan-1,1
20312,129.4228,0,54,00:0c:29:48:50:c7,Scan-1,1
20313,129.423776,0,66,00:50:56:c0:00:08,Scan-1,1
20314,129.42415400000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20315,129.517719,0,66,00:50:56:c0:00:08,Scan-1,1
20316,129.518094,0,66,00:50:56:c0:00:08,Scan-1,1
20317,129.51818500000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20318,129.518341,0,54,00:0c:29:48:50:c7,Scan-1,1
20319,129.518948,0,66,00:50:56:c0:00:08,Scan-1,1
20320,129.519344,0,54,00:0c:29:48:50:c7,Scan-1,1
20321,129.526847,0,66,00:50:56:c0:00:08,Scan-1,1
20322,129.52711599999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20323,129.527177,0,66,00:50:56:c0:00:08,Scan-1,1
20324,129.52738100000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20325,129.620197,0,66,00:50:56:c0:00:08,Scan-1,1
20326,129.620555,0,66,00:50:56:c0:00:08,Scan-1,1
20327,129.620716,0,54,00:0c:29:48:50:c7,Scan-1,1
20328,129.620851,0,54,00:0c:29:48:50:c7,Scan-1,1
20329,129.62088500000002,0,66,00:50:56:c0:00:08,Scan-1,1
20330,129.62102099999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20331,129.62975600000001,0,66,00:50:56:c0:00:08,Scan-1,1
20332,129.630154,0,66,00:50:56:c0:00:08,Scan-1,1
20333,129.630311,0,54,00:0c:29:48:50:c7,Scan-1,1
20334,129.630445,0,54,00:0c:29:48:50:c7,Scan-1,1
20335,129.722928,0,66,00:50:56:c0:00:08,Scan-1,1
20336,129.723079,0,54,00:0c:29:48:50:c7,Scan-1,1
20337,129.723094,0,66,00:50:56:c0:00:08,Scan-1,1
20338,129.72315700000001,0,54,00:0c:29:48:50:c7,Scan-1,1
20339,129.723266,0,66,00:50:56:c0:00:08,Scan-1,1
20340,129.72335800000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20341,129.732524,0,66,00:50:56:c0:00:08,Scan-1,1
20342,129.732815,0,54,00:0c:29:48:50:c7,Scan-1,1
20343,129.73292800000002,0,66,00:50:56:c0:00:08,Scan-1,1
20344,129.733133,0,54,00:0c:29:48:50:c7,Scan-1,1
20345,129.825137,0,66,00:50:56:c0:00:08,Scan-1,1
20346,129.825391,0,54,00:0c:29:48:50:c7,Scan-1,1
20347,129.825401,0,66,00:50:56:c0:00:08,Scan-1,1
20348,129.82556,0,54,00:0c:29:48:50:c7,Scan-1,1
20349,129.825719,0,66,00:50:56:c0:00:08,Scan-1,1
20350,129.825858,0,54,00:0c:29:48:50:c7,Scan-1,1
20351,129.832452,0,66,00:50:56:c0:00:08,Scan-1,1
20352,129.832651,0,54,00:0c:29:48:50:c7,Scan-1,1
20353,129.832704,0,66,00:50:56:c0:00:08,Scan-1,1
20354,129.832868,0,54,00:0c:29:48:50:c7,Scan-1,1
20355,129.84987900000002,0,42,00:50:56:c0:00:08,Scan-1,1
20356,129.927268,0,66,00:50:56:c0:00:08,Scan-1,1
20357,129.927518,0,54,00:0c:29:48:50:c7,Scan-1,1
20358,129.92756599999998,0,66,00:50:56:c0:00:08,Scan-1,1
20359,129.92769199999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20360,129.927904,0,66,00:50:56:c0:00:08,Scan-1,1
20361,129.928078,0,54,00:0c:29:48:50:c7,Scan-1,1
20362,129.937693,0,66,00:50:56:c0:00:08,Scan-1,1
20363,129.937904,0,54,00:0c:29:48:50:c7,Scan-1,1
20364,129.938001,0,66,00:50:56:c0:00:08,Scan-1,1
20365,129.938179,0,54,00:0c:29:48:50:c7,Scan-1,1
20366,129.993548,0,42,00:0c:29:48:50:c7,Scan-1,1
20367,129.993563,0,42,00:50:56:c0:00:08,Scan-1,1
20368,130.027844,0,66,00:50:56:c0:00:08,Scan-1,1
20369,130.028068,0,54,00:0c:29:48:50:c7,Scan-1,1
20370,130.0281,0,66,00:50:56:c0:00:08,Scan-1,1
20371,130.028251,0,54,00:0c:29:48:50:c7,Scan-1,1
20372,130.028865,0,66,00:50:56:c0:00:08,Scan-1,1
20373,130.02907199999999,0,54,00:0c:29:48:50:c7,Scan-1,1
20374,130.038963,0,66,00:50:56:c0:00:08,Scan-1,1
20375,130.039178,0,54,00:0c:29:48:50:c7,Scan-1,1
20376,130.039219,0,66,00:50:56:c0:00:08,Scan-1,1
20377,130.039334,0,54,00:0c:29:48:50:c7,Scan-1,1
20378,130.131174,0,66,00:50:56:c0:00:08,Scan-1,1
20379,130.131408,0,54,00:0c:29:48:50:c7,Scan-1,1
20380,130.131442,0,66,00:50:56:c0:00:08,Scan-1,1
20381,130.131598,0,54,00:0c:29:48:50:c7,Scan-1,1
20382,130.131686,0,66,00:50:56:c0:00:08,Scan-1,1
20383,130.131876,0,54,00:0c:29:48:50:c7,Scan-1,1
20384,130.140989,0,66,00:50:56:c0:00:08,Scan-1,1
20385,130.141187,0,54,00:0c:29:48:50:c7,Scan-1,1
20386,130.141214,0,66,00:50:56:c0:00:08,Scan-1,1
20387,130.141291,0,54,00:0c:29:48:50:c7,Scan-1,1
20388,130.231662,0,66,00:50:56:c0:00:08,Scan-1,1
20389,130.231883,0,54,00:0c:29:48:50:c7,Scan-1,1
20390,130.231934,0,66,00:50:56:c0:00:08,Scan-1,1
20391,130.232296,0,54,00:0c:29:48:50:c7,Scan-1,1
20392,130.23261100000002,0,66,00:50:56:c0:00:08,Scan-1,1
20393,130.232756,0,54,00:0c:29:48:50:c7,Scan-1,1
20394,130.243222,0,66,00:50:56:c0:00:08,Scan-1,1
20395,130.24346699999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20396,130.243497,0,66,00:50:56:c0:00:08,Scan-1,1
20397,130.243644,0,54,00:0c:29:48:50:c7,Scan-1,1
20398,130.333348,0,66,00:50:56:c0:00:08,Scan-1,1
20399,130.333531,0,54,00:0c:29:48:50:c7,Scan-1,1
20400,130.333618,0,66,00:50:56:c0:00:08,Scan-1,1
20401,130.333969,0,54,00:0c:29:48:50:c7,Scan-1,1
20402,130.334265,0,66,00:50:56:c0:00:08,Scan-1,1
20403,130.33441000000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20404,130.344998,0,66,00:50:56:c0:00:08,Scan-1,1
20405,130.345231,0,54,00:0c:29:48:50:c7,Scan-1,1
20406,130.34526,0,66,00:50:56:c0:00:08,Scan-1,1
20407,130.345374,0,54,00:0c:29:48:50:c7,Scan-1,1
20408,130.43620900000002,0,66,00:50:56:c0:00:08,Scan-1,1
20409,130.436423,0,54,00:0c:29:48:50:c7,Scan-1,1
20410,130.436486,0,66,00:50:56:c0:00:08,Scan-1,1
20411,130.43678899999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20412,130.43681999999998,0,66,00:50:56:c0:00:08,Scan-1,1
20413,130.43690800000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20414,130.44858,0,66,00:50:56:c0:00:08,Scan-1,1
20415,130.44879,0,54,00:0c:29:48:50:c7,Scan-1,1
20416,130.448835,0,66,00:50:56:c0:00:08,Scan-1,1
20417,130.44898899999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20418,130.538028,0,66,00:50:56:c0:00:08,Scan-1,1
20419,130.538378,0,66,00:50:56:c0:00:08,Scan-1,1
20420,130.538507,0,66,00:0c:29:48:50:c7,Scan-1,1
20421,130.538701,0,54,00:50:56:c0:00:08,Scan-1,1
20422,130.538708,0,66,00:50:56:c0:00:08,Scan-1,1
20423,130.538823,0,54,00:50:56:c0:00:08,Scan-1,1
20424,130.538834,0,54,00:0c:29:48:50:c7,Scan-1,1
20425,130.538958,0,54,00:0c:29:48:50:c7,Scan-1,1
20426,130.539672,0,66,00:50:56:c0:00:08,Scan-1,1
20427,130.540022,0,54,00:0c:29:48:50:c7,Scan-1,1
20428,130.551179,0,66,00:50:56:c0:00:08,Scan-1,1
20429,130.551472,0,54,00:0c:29:48:50:c7,Scan-1,1
20430,130.551553,0,66,00:50:56:c0:00:08,Scan-1,1
20431,130.551843,0,54,00:0c:29:48:50:c7,Scan-1,1
20432,130.640334,0,66,00:50:56:c0:00:08,Scan-1,1
20433,130.64070900000002,0,66,00:50:56:c0:00:08,Scan-1,1
20434,130.640782,0,54,00:0c:29:48:50:c7,Scan-1,1
20435,130.640926,0,54,00:0c:29:48:50:c7,Scan-1,1
20436,130.641045,0,66,00:50:56:c0:00:08,Scan-1,1
20437,130.64126299999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20438,130.65153899999999,0,42,00:50:56:c0:00:08,Scan-1,1
20439,130.651812,0,70,00:0c:29:48:50:c7,Scan-1,1
20440,130.652307,0,66,00:50:56:c0:00:08,Scan-1,1
20441,130.652733,0,66,00:50:56:c0:00:08,Scan-1,1
20442,130.65275400000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20443,130.652901,0,54,00:0c:29:48:50:c7,Scan-1,1
20444,130.743787,0,66,00:50:56:c0:00:08,Scan-1,1
20445,130.744123,0,66,00:50:56:c0:00:08,Scan-1,1
20446,130.74416399999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20447,130.744305,0,54,00:0c:29:48:50:c7,Scan-1,1
20448,130.744529,0,66,00:50:56:c0:00:08,Scan-1,1
20449,130.744771,0,54,00:0c:29:48:50:c7,Scan-1,1
20450,130.75436000000002,0,66,00:50:56:c0:00:08,Scan-1,1
20451,130.75471100000001,0,66,00:50:56:c0:00:08,Scan-1,1
20452,130.754803,0,54,00:0c:29:48:50:c7,Scan-1,1
20453,130.754944,0,54,00:0c:29:48:50:c7,Scan-1,1
20454,130.846732,0,66,00:50:56:c0:00:08,Scan-1,1
20455,130.847093,0,66,00:50:56:c0:00:08,Scan-1,1
20456,130.847193,0,54,00:0c:29:48:50:c7,Scan-1,1
20457,130.84733,0,54,00:0c:29:48:50:c7,Scan-1,1
20458,130.84741100000002,0,66,00:50:56:c0:00:08,Scan-1,1
20459,130.847629,0,54,00:0c:29:48:50:c7,Scan-1,1
20460,130.856492,0,66,00:50:56:c0:00:08,Scan-1,1
20461,130.85683500000002,0,66,00:50:56:c0:00:08,Scan-1,1
20462,130.85691,0,54,00:0c:29:48:50:c7,Scan-1,1
20463,130.857049,0,54,00:0c:29:48:50:c7,Scan-1,1
20464,130.948138,0,66,00:50:56:c0:00:08,Scan-1,1
20465,130.948513,0,66,00:50:56:c0:00:08,Scan-1,1
20466,130.948596,0,54,00:0c:29:48:50:c7,Scan-1,1
20467,130.948752,0,54,00:0c:29:48:50:c7,Scan-1,1
20468,130.949267,0,66,00:50:56:c0:00:08,Scan-1,1
20469,130.94964299999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20470,130.9603,0,66,00:50:56:c0:00:08,Scan-1,1
20471,130.960649,0,66,00:50:56:c0:00:08,Scan-1,1
20472,130.960738,0,54,00:0c:29:48:50:c7,Scan-1,1
20473,130.96087,0,54,00:0c:29:48:50:c7,Scan-1,1
20474,131.052393,0,66,00:50:56:c0:00:08,Scan-1,1
20475,131.052723,0,66,00:50:56:c0:00:08,Scan-1,1
20476,131.052765,0,54,00:0c:29:48:50:c7,Scan-1,1
20477,131.052902,0,54,00:0c:29:48:50:c7,Scan-1,1
20478,131.053065,0,66,00:50:56:c0:00:08,Scan-1,1
20479,131.053269,0,54,00:0c:29:48:50:c7,Scan-1,1
20480,131.063849,0,66,00:50:56:c0:00:08,Scan-1,1
20481,131.064213,0,66,00:50:56:c0:00:08,Scan-1,1
20482,131.064336,0,54,00:0c:29:48:50:c7,Scan-1,1
20483,131.06446499999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20484,131.15401699999998,0,66,00:50:56:c0:00:08,Scan-1,1
20485,131.15433000000002,0,66,00:50:56:c0:00:08,Scan-1,1
20486,131.154449,0,54,00:0c:29:48:50:c7,Scan-1,1
20487,131.154565,0,54,00:0c:29:48:50:c7,Scan-1,1
20488,131.154654,0,66,00:50:56:c0:00:08,Scan-1,1
20489,131.154848,0,54,00:0c:29:48:50:c7,Scan-1,1
20490,131.164981,0,66,00:50:56:c0:00:08,Scan-1,1
20491,131.165254,0,54,00:0c:29:48:50:c7,Scan-1,1
20492,131.165299,0,66,00:50:56:c0:00:08,Scan-1,1
20493,131.165572,0,54,00:0c:29:48:50:c7,Scan-1,1
20494,131.257403,0,66,00:50:56:c0:00:08,Scan-1,1
20495,131.257739,0,66,00:50:56:c0:00:08,Scan-1,1
20496,131.257834,0,54,00:0c:29:48:50:c7,Scan-1,1
20497,131.258003,0,54,00:0c:29:48:50:c7,Scan-1,1
20498,131.258064,0,66,00:50:56:c0:00:08,Scan-1,1
20499,131.258202,0,54,00:0c:29:48:50:c7,Scan-1,1
20500,131.269407,0,66,00:50:56:c0:00:08,Scan-1,1
20501,131.269786,0,66,00:50:56:c0:00:08,Scan-1,1
20502,131.26985200000001,0,54,00:0c:29:48:50:c7,Scan-1,1
20503,131.270026,0,54,00:0c:29:48:50:c7,Scan-1,1
20504,131.361947,0,66,00:50:56:c0:00:08,Scan-1,1
20505,131.362286,0,66,00:50:56:c0:00:08,Scan-1,1
20506,131.362435,0,54,00:0c:29:48:50:c7,Scan-1,1
20507,131.362563,0,54,00:0c:29:48:50:c7,Scan-1,1
20508,131.362578,0,66,00:50:56:c0:00:08,Scan-1,1
20509,131.36266899999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20510,131.372725,0,66,00:50:56:c0:00:08,Scan-1,1
20511,131.373169,0,54,00:0c:29:48:50:c7,Scan-1,1
20512,131.373201,0,66,00:50:56:c0:00:08,Scan-1,1
20513,131.373304,0,54,00:0c:29:48:50:c7,Scan-1,1
20514,131.455645,0,42,00:50:56:c0:00:08,Scan-1,1
20515,131.455988,0,70,00:0c:29:48:50:c7,Scan-1,1
20516,131.462781,0,66,00:50:56:c0:00:08,Scan-1,1
20517,131.463129,0,66,00:50:56:c0:00:08,Scan-1,1
20518,131.463297,0,54,00:0c:29:48:50:c7,Scan-1,1
20519,131.463438,0,54,00:0c:29:48:50:c7,Scan-1,1
20520,131.463952,0,66,00:50:56:c0:00:08,Scan-1,1
20521,131.464346,0,54,00:0c:29:48:50:c7,Scan-1,1
20522,131.474921,0,66,00:50:56:c0:00:08,Scan-1,1
20523,131.475294,0,66,00:50:56:c0:00:08,Scan-1,1
20524,131.47536100000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20525,131.475575,0,54,00:0c:29:48:50:c7,Scan-1,1
20526,131.56458600000002,0,66,00:50:56:c0:00:08,Scan-1,1
20527,131.565075,0,54,00:0c:29:48:50:c7,Scan-1,1
20528,131.56548,0,66,00:50:56:c0:00:08,Scan-1,1
20529,131.56574799999999,0,54,00:0c:29:48:50:c7,Scan-1,1
20530,131.565814,0,66,00:50:56:c0:00:08,Scan-1,1
20531,131.56618899999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20532,131.577607,0,66,00:50:56:c0:00:08,Scan-1,1
20533,131.57809,0,54,00:0c:29:48:50:c7,Scan-1,1
20534,131.578137,0,66,00:50:56:c0:00:08,Scan-1,1
20535,131.57855,0,54,00:0c:29:48:50:c7,Scan-1,1
20536,131.669252,0,66,00:50:56:c0:00:08,Scan-1,1
20537,131.669591,0,66,00:50:56:c0:00:08,Scan-1,1
20538,131.669647,0,54,00:0c:29:48:50:c7,Scan-1,1
20539,131.669787,0,54,00:0c:29:48:50:c7,Scan-1,1
20540,131.669901,0,66,00:50:56:c0:00:08,Scan-1,1
20541,131.67012,0,54,00:0c:29:48:50:c7,Scan-1,1
20542,131.678278,0,66,00:50:56:c0:00:08,Scan-1,1
20543,131.678769,0,54,00:0c:29:48:50:c7,Scan-1,1
20544,131.679073,0,66,00:50:56:c0:00:08,Scan-1,1
20545,131.67933,0,54,00:0c:29:48:50:c7,Scan-1,1
20546,131.76998400000002,0,66,00:50:56:c0:00:08,Scan-1,1
20547,131.770476,0,54,00:0c:29:48:50:c7,Scan-1,1
20548,131.771101,0,66,00:50:56:c0:00:08,Scan-1,1
20549,131.771481,0,66,00:50:56:c0:00:08,Scan-1,1
20550,131.771498,0,54,00:0c:29:48:50:c7,Scan-1,1
20551,131.77168999999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20552,131.779309,0,66,00:50:56:c0:00:08,Scan-1,1
20553,131.77985,0,54,00:0c:29:48:50:c7,Scan-1,1
20554,131.780695,0,66,00:50:56:c0:00:08,Scan-1,1
20555,131.78110800000002,0,54,00:0c:29:48:50:c7,Scan-1,1
20556,131.871669,0,66,00:50:56:c0:00:08,Scan-1,1
20557,131.872136,0,66,00:0c:29:48:50:c7,Scan-1,1
20558,131.87233500000002,0,54,00:50:56:c0:00:08,Scan-1,1
20559,131.872609,0,66,00:50:56:c0:00:08,Scan-1,1
20560,131.872732,0,54,00:50:56:c0:00:08,Scan-1,1
20561,131.872904,0,54,00:0c:29:48:50:c7,Scan-1,1
20562,131.87378600000002,0,66,00:50:56:c0:00:08,Scan-1,1
20563,131.87416000000002,0,66,00:50:56:c0:00:08,Scan-1,1
20564,131.874251,0,54,00:0c:29:48:50:c7,Scan-1,1
20565,131.874396,0,54,00:0c:29:48:50:c7,Scan-1,1
20566,131.881154,0,66,00:50:56:c0:00:08,Scan-1,1
20567,131.88155,0,66,00:50:56:c0:00:08,Scan-1,1
20568,131.881608,0,54,00:0c:29:48:50:c7,Scan-1,1
20569,131.881806,0,54,00:0c:29:48:50:c7,Scan-1,1
20570,131.977049,0,66,00:50:56:c0:00:08,Scan-1,1
20571,131.977404,0,66,00:50:56:c0:00:08,Scan-1,1
20572,131.977461,0,54,00:0c:29:48:50:c7,Scan-1,1
20573,131.977598,0,54,00:0c:29:48:50:c7,Scan-1,1
20574,131.977719,0,66,00:50:56:c0:00:08,Scan-1,1
20575,131.977911,0,54,00:0c:29:48:50:c7,Scan-1,1
20576,131.98165500000002,0,66,00:50:56:c0:00:08,Scan-1,1
20577,131.982098,0,54,00:0c:29:48:50:c7,Scan-1,1
20578,131.982784,0,66,00:50:56:c0:00:08,Scan-1,1
20579,131.983146,0,54,00:0c:29:48:50:c7,Scan-1,1
20580,132.080428,0,66,00:50:56:c0:00:08,Scan-1,1
20581,132.080814,0,66,00:50:56:c0:00:08,Scan-1,1
20582,132.080875,0,54,00:0c:29:48:50:c7,Scan-1,1
20583,132.081036,0,54,00:0c:29:48:50:c7,Scan-1,1
20584,132.081202,0,66,00:50:56:c0:00:08,Scan-1,1
20585,132.081468,0,54,00:0c:29:48:50:c7,Scan-1,1
20586,132.083674,0,66,00:50:56:c0:00:08,Scan-1,1
20587,132.084127,0,54,00:0c:29:48:50:c7,Scan-1,1
20588,132.08463899999998,0,66,00:50:56:c0:00:08,Scan-1,1
20589,132.084974,0,54,00:0c:29:48:50:c7,Scan-1,1
20590,132.182899,0,66,00:50:56:c0:00:08,Scan-1,1
20591,132.18328300000002,0,66,00:50:56:c0:00:08,Scan-1,1
20592,132.183327,0,54,00:0c:29:48:50:c7,Scan-1,1
20593,132.18348799999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20594,132.18373200000002,0,66,00:50:56:c0:00:08,Scan-1,1
20595,132.184007,0,54,00:0c:29:48:50:c7,Scan-1,1
20596,132.185302,0,66,00:50:56:c0:00:08,Scan-1,1
20597,132.185743,0,54,00:0c:29:48:50:c7,Scan-1,1
20598,132.18616,0,66,00:50:56:c0:00:08,Scan-1,1
20599,132.18639299999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20600,132.25996899999998,0,42,00:50:56:c0:00:08,Scan-1,1
20601,132.260303,0,70,00:0c:29:48:50:c7,Scan-1,1
20602,132.285931,0,66,00:50:56:c0:00:08,Scan-1,1
20603,132.28633100000002,0,66,00:50:56:c0:00:08,Scan-1,1
20604,132.286419,0,54,00:0c:29:48:50:c7,Scan-1,1
20605,132.286577,0,54,00:0c:29:48:50:c7,Scan-1,1
20606,132.286699,0,66,00:50:56:c0:00:08,Scan-1,1
20607,132.286945,0,54,00:0c:29:48:50:c7,Scan-1,1
20608,132.287734,0,66,00:50:56:c0:00:08,Scan-1,1
20609,132.288107,0,66,00:50:56:c0:00:08,Scan-1,1
20610,132.288149,0,54,00:0c:29:48:50:c7,Scan-1,1
20611,132.288285,0,54,00:0c:29:48:50:c7,Scan-1,1
20612,132.39008700000002,0,66,00:50:56:c0:00:08,Scan-1,1
20613,132.390415,0,66,00:50:56:c0:00:08,Scan-1,1
20614,132.390479,0,54,00:0c:29:48:50:c7,Scan-1,1
20615,132.390622,0,54,00:0c:29:48:50:c7,Scan-1,1
20616,132.390738,0,66,00:50:56:c0:00:08,Scan-1,1
20617,132.390961,0,54,00:0c:29:48:50:c7,Scan-1,1
20618,132.391068,0,66,00:50:56:c0:00:08,Scan-1,1
20619,132.391327,0,54,00:0c:29:48:50:c7,Scan-1,1
20620,132.39139699999998,0,66,00:50:56:c0:00:08,Scan-1,1
20621,132.391595,0,54,00:0c:29:48:50:c7,Scan-1,1
20622,132.49236000000002,0,66,00:50:56:c0:00:08,Scan-1,1
20623,132.49254299999998,0,54,00:0c:29:48:50:c7,Scan-1,1
20624,132.492572,0,66,00:50:56:c0:00:08,Scan-1,1
20625,132.49262099999999,0,54,00:0c:29:48:50:c7,Scan-1,1
20626,132.492742,0,66,00:50:56:c0:00:08,Scan-1,1
20627,132.492943,0,66,00:50:56:c0:00:08,Scan-1,1
20628,132.493089,0,54,00:0c:29:48:50:c7,Scan-1,1
20629,132.493105,0,66,00:50:56:c0:00:08,Scan-1,1
